"","X.2","X.1","X","Subnum","Sex","Race","Ethnicity","Big5O","Big5C","Big5E","Big5A","Big5N","Bis11Score","CESD","ESIBF_Disinhibition","ESIBF_SubstanceUse","NPI","PSWQ","STAIS","STAIT","TPM_Boldness","TPM_Disinhibition","TPM_Meanness","Condition","ReactTime","Reward","BestOption","KeyResponse","SetSeen.","OptionRwdMean","Phase","subjID","trial","DeltaTVal","DeltaAVal","delta_bestValue","DecayTVal","DecayAVal","decay_bestValue","decayWinTVal","decayWinAVal","decayWin_bestValue","decayLossTVal","decayLossAVal","decayLoss_bestValue","PVLDecayITParam","PVLDecayDecayparam","PVLDecayShape","PVLDecayLossAversion","PVLDecay_bestValue","PVLDeltaITParam","PVLDeltaRecencyparam","PVLDeltaShape","PVLDeltaLossAversion","PVLDelta_bestValue","PVPEDecayITParam","PVPEDecayDecayParam","PVPEDecayShape","PVPEDecayWeightPosPE","PVPEDecay_bestValue","DeltaUncertaintyITParam","DeltaUncertaintyDecayParam","DeltaUncertaintyShape","DeltaUncertaintyWeightPosPE","DeltaUncertainty_bestValue","deltaBIC","decayWinBIC","decayLossBIC","decayBIC","PVLDecayBIC","PVLDeltaBIC","PVPEDecayBIC","DeltaUncertaintyBIC"
"9001",19251,19251,19251,78,"Female","White","Not Hispanic or Latino",31,30,34,35,27,63,18,16,16,32,69,46,42,34,14,12,"Losses",6236,-0.993020424187926,1,1,"0",-0.35,"Train",37,1,0.938397822847241,0.52484502076574,153.982623458454,0.249201532276743,0.134410771208921,169.86451339299,0.0646667662095831,0.0338256250184858,165.32701276609,0.106099638074092,0.01,167.268129489132,1.0359486378114,0.0341219932448548,0.710588032091453,0.135278785667894,147.6712196528,1.97691125335777,0.149042267742634,0.249743225817415,0,150.462484962629,0.452686330680788,0.0267594646192652,0,0.261865048284746,142.602959690108,0.938397605791961,0.524844446900394,0.5,0,153.982623458466,319.000152709837,341.688931325109,345.571164771193,350.76393257891,317.412250891458,322.994781511118,307.275730966074,330.035058502791
"9251",19501,19501,19501,79,"Male","White","Not Hispanic or Latino",30,29,19,31,24,68,17,9,2,10,59,47,52,22,10,11,"Gains",4071,1.03358641514636,1,3,"1",0.75,"Train",38,1,1.15556877364145,0.813206192070964,138.175349251471,0.0613312881276654,0.01,157.958636424282,0.0911136492389184,0.0123822438312705,159.170186730699,0.00689746449726324,0.286427678092467,172.592824710872,0.349195825277838,0.170229872831464,0.294043966981342,5,151.380409356114,1.21997149433641,0.675804866926486,0.370566093290842,0.586785638228847,131.637818375131,0.301886355995212,0.01,0.567228582169633,0.635634344707502,147.920634615052,1.52677969314598,0.0838617757475325,5,0.0480674921997992,144.32001137525,287.385604295871,329.375279254328,356.220555214673,326.952178641493,324.830630298086,285.34544833612,317.911080815963,310.709834336358
"9501",20001,20001,20001,81,"Female","White","Not Hispanic or Latino",24,26,16,29,36,93,39,14,1,21,79,80,64,14,16,18,"Gains",4427,0.229152666186228,1,1,"0",0.65,"Train",39,1,0.876544642078379,0.902855087359203,138.845534226006,0.917569028054645,0.419811658553505,142.674465862298,0.0846567882003841,0.0104018806831683,143.645395827872,0.605521066646997,0.740342753213546,163.241971883508,0.649779239946987,0.266555085596263,0.427263760987406,4.75399684938481,128.501573497679,1.2626629583486,0.742114791520336,0.126218928620501,0.0636968916747968,121.377585071265,0.0824346357681165,0.01,0,1,144.042724335436,0.880500557727087,0.783146487443535,0.5,3.13378018821332,135.439167289629,288.725974244942,298.325697448673,337.518849559945,296.383837517526,279.072958581217,264.824981728389,310.15526025673,292.948146165117
"9751",21001,21001,21001,85,"Female","White","Not Hispanic or Latino",28,40,31,36,24,46,10,0,11,9,54,20,34,34,1,4,"Gains",4514,0.844881889783566,1,3,"1",0.75,"Train",40,1,2.10153142401397,0.0661897256405664,125.427817146814,0.0737624879796537,0.01,141.434908146381,0.0938367456574489,0.01,141.178041335965,0.165487665189747,0.324401026546084,171.897681198922,0.083718716802208,0.01,1,5,136.05381702435,2.29959518122677,0.0574900584545271,1,0,124.742895508346,0.546560251093091,0.01,0.37571830425171,0.540558174911574,117.90466470004,2.28474753442321,0.0394806858100822,4.98451792891632,0.0719669382069677,120.46457849114,261.890540086558,293.390988464859,354.830268190774,293.904722085691,294.177445634559,271.555602602551,257.879140985938,262.998968568139
"10001",22251,22251,22251,90,"Female","White","Not Hispanic or Latino",44,38,27,38,29,58,29,4,0,12,54,53,42,29,3,1,"Losses",5615,-0.572985058226282,1,1,"0",-0.35,"Train",41,1,3.02261226629343,0.00252072708851982,164.118739801398,0.515123682241672,0.99,168.352246227706,0.0651601548390038,0.01,161.411741715013,0.3775591982837,0.94454805189951,169.69033246377,0.154301814088536,0.01,0,0,166.527274225477,0.902962453002678,0.01,0.777988960327597,5,163.897107278958,0.262046196676133,0.0523830877619031,0,0.777998001094243,161.248671759519,1.85210510170098,0.01,0.5,0.621101005967706,163.631649238622,339.272385395725,333.858389222955,350.41557072047,347.739398248341,355.124360036814,349.864026143775,344.567155104898,349.333110063103
"10251",23001,23001,23001,93,"Male","White","Not Hispanic or Latino",34,25,12,37,36,77,42,24,0,2,73,54,73,9,23,4,"Gains",4111,0.289693827645459,0,2,"0",0.35,"Train",42,1,0.897917496185129,0.10536459502519,165.421877413796,0.0384832490881524,0.0418523525241825,172.294522506769,0.154512822121411,0.0434394643724824,168.470902892488,0.474715424510151,0.114016254181886,154.392257717298,0.064455976997234,0.0252200316413559,1,5,169.879113880878,3.08833012885272,0.01,0,0.106546460470512,157.340260170823,0.278205332635138,0.01,0.596041566581532,0.0323926342385912,153.219719056111,0.89792307781903,0.105364258651454,0.5,0,165.421877414022,341.878660620521,347.976711577906,319.819421227525,355.623950806467,361.828039347615,336.750331927504,328.50924969808,352.913566413902
"10501",23251,23251,23251,94,"Male","American Indian or Alaskan Native","Hispanic or Latino",33,39,29,37,20,54,13,5,0,12,66,36,48,32,5,8,"Losses",7582,-0.553291512274009,1,3,"1",-0.25,"Train",43,1,1.0982500423274,0.939694156552695,129.596757745224,0.0703165175447664,0.0369940468303001,170.266528031863,0.519972451822094,0.102733758696942,129.19639136468,0.441982945652164,0.71594704587898,170.47046475789,1.62112184895499,0.0615334486021852,1,0.0314293708222448,134.774044073337,0.370778979624436,0.904398186939787,1,5,128.915593640206,0.776265368001452,0.0844201094201211,0,0.622018142416074,116.155195098435,1.0591417339449,0.954399819558077,0.5,0.7664061582686,128.771345222578,270.228421283378,269.42768852229,351.975835308709,351.567961856655,291.617899732532,279.900998866271,254.380201782729,279.612502031014
"10751",23501,23501,23501,95,"Female","Asian","Not Hispanic or Latino",32,38,13,25,38,54,17,6,1,5,78,32,51,12,9,8,"Losses",8572,0.00733199760847558,1,1,"0",-0.35,"Train",44,1,1.55037460235161,0.568000941776618,98.5595066237632,0.0138543486176152,0.01,172.342730326262,0.771461469953045,0.126765507168116,99.57708610973,1e-04,0.99,172.595145669969,1.42380480554243,0.113317073762956,0.0818726705649347,0.00474413586475546,108.872276577616,0.60994115238725,0.573409758834486,1,5,97.2801353912505,0.783404698253658,0.126953178794215,0,1,99.5586176587728,1.46302209274114,0.587458788174268,0.5,0.851013596692892,97.1365741600967,208.153919040456,210.189078012389,356.225197132868,355.720366445454,239.814364741091,216.63008236836,221.187046903405,216.342959906052
"11001",24751,24751,24751,100,"Female","White","Not Hispanic or Latino",42,33,24,35,26,56,17,2,0,6,60,34,51,28,4,5,"Gains",12960,0.433236710760515,0,4,"1",0.25,"Train",45,1,1.44766468027861,0.374284062614273,116.55811178325,0.118397912714282,0.01,116.088427956475,0.343387679423051,0.0632075331734785,119.537365342338,0.114537587067699,0.968949601784965,172.492535649348,0.0973561393238629,0.01,0,4.98428046756266,108.840607199729,2.4584665000255,0.0951174841432615,0.0593924432016634,0,110.524806690147,0.611579378133357,0.116854323570922,0,0.812821841201066,119.304476899497,1.36870091324765,0.40461341521832,0.5,1.13099818731373,114.415960319691,244.15112935943,250.109636477606,356.019977091626,243.211761705879,239.751025985316,243.119424966153,260.678765384852,250.90173222524
"11251",25001,25001,25001,101,"Male","White","Not Hispanic or Latino",30,37,31,38,13,54,6,15,9,12,44,30,33,25,13,9,"Losses",5057,-0.338596365500842,0,2,"0",-0.65,"Train",46,1,3.33187300425425,0.00273177381284849,153.681140046545,0.125660259698135,0.01,153.22165482615,0.399417655008302,0.170605352263107,163.135480556094,0.110905299395003,0.01,157.355268388502,0.190629710524745,0.01,0,0.545881807486572,148.110936997122,1.15636153039407,0.01,1,5,153.72307770059,0.181372055748365,0.01,0.290521979577179,0.185118984249249,155.278581738206,2.2592601794374,0.01,0.5,0,155.071268012236,318.397185886019,337.305866905118,325.745442569934,317.478215445229,318.291685580103,329.515966987038,332.626975062271,332.21234761033
"11501",26001,26001,26001,105,"Male","Prefer not to answer","Hispanic or Latino",42,35,25,25,28,62,14,14,0,19,56,47,45,25,14,29,"Gains",5522,0.375093220998153,1,1,"0",0.65,"Train",47,1,1.00805294300772,0.958532400355466,109.836729274863,0.135611844186027,0.01,113.890861283907,0.138461531592628,0.0107139919143122,117.530568101988,0.576616080821012,0.731948863630877,169.44927173803,0.120274660765927,0.01,1,5,109.905225580689,0.715056955795175,0.958793396536095,1,4.16551044386723,102.031687532942,0.154047489154895,0.0107139919190949,0.105565231639446,1,117.551504260276,0.99537436725206,0.945122018872389,0.5,0.712660869080673,109.159155693924,230.708364342656,246.096041996905,349.933449268989,238.816628360743,241.880262747236,226.133186651744,257.172820106411,240.388122973707
"11751",26251,26251,26251,106,"Female","White","Not Hispanic or Latino",38,25,25,28,34,76,39,18,9,13,63,49,58,26,24,8,"Gains",7460,1.00050732470683,1,3,"1",0.75,"Train",48,1,1e-04,1e-04,172.593657256882,1.45971581648717,0.790934751030944,129.367039479137,0.889730374421908,0.252572094953756,132.259595811396,1e-04,0.99,172.595446130257,0.879777973790099,0.412783473501058,0,0,118.895923259794,0.160185750932796,0.99,0,4.46631047945309,163.8937360612,0.628325143490488,0.158923581705057,0,1,132.41261280633,0.00926987167286942,0.587240829918069,0.5,1000,140.46622102732,356.222220306693,275.554097415721,356.225798053444,269.768984751204,259.861658105447,349.85728370826,286.895037198519,303.002253640498
"12001",26751,26751,26751,108,"Female","White","Not Hispanic or Latino",36,40,24,32,34,61,16,5,1,13,76,43,50,23,8,5,"Gains",7212,0.0248817690398919,1,3,"1",0.75,"Train",49,1,0.952155470153266,0.234735518018149,153.632609183464,0.736052681869491,0.466101097456027,155.017470841969,0.676497290296513,0.309976138297775,151.266493887537,0.125536549018506,0.01,157.017933363847,0.189627639134635,0.0589279931756383,0,5,148.531095604741,2.60705365131298,0.01,0.0516244499718423,5,126.504110744463,0.438810373207855,0.0146840077793727,0,0.268159995234013,117.994316880066,0.952156160849943,0.23473628782723,4.99781913499876,0,153.632609183583,318.300124159858,313.567893568004,325.070772520624,321.069847476867,319.132002795341,275.078033074785,258.058445345991,329.335029953026
"12251",27001,27001,27001,109,"Other","White","Not Hispanic or Latino",35,28,18,28,33,68,24,10,0,10,69,53,48,24,8,13,"Losses",2907,-0.308725106681811,1,3,"1",-0.25,"Train",50,1,4.82981604052663,0.00184630245974678,113.374555117932,1e-04,0.99,172.594249632781,0.333288578007366,0.0520239960617782,126.055318616778,1e-04,0.99,172.595089973201,0.38105033257577,0.01,0,0.209588125165276,124.000728696041,2.16513218007522,0.01,0.684600078668744,5,112.803781161207,0.431904839630407,0.0160768569650391,0,0.608144498422907,110.620415530225,3.2345117510202,0.01,0.5,0.0936496332118591,112.801578133751,237.784016028793,263.145543026486,356.225085739331,356.223405058491,270.07126897794,247.677373908274,243.310642646309,247.67296785336
"12501",27501,27501,27501,111,"Female","White","Not Hispanic or Latino",44,38,37,41,12,59,4,2,3,20,19,29,26,44,4,6,"Gains",2093,1.23395278829419,1,3,"1",0.75,"Train",51,1,1.68938119872913,0.483449510923728,83.6349416357611,0.577406261005203,0.153723735750579,110.677148673257,0.231946022453494,0.0119123901293066,101.025382720345,1e-04,0.99,172.595089872694,0.0749336969504849,0.01,0,5,102.162696613697,2.71376913688004,0.0257537103087808,0.0372687874048139,4.74442352484188,64.1082582056045,0.573745640334851,0.0119125071107691,0.00183009408798687,0.814662819894749,87.085552175591,0.130012429672757,0.0872524192008225,0.5,107.077535302044,74.7000091654451,178.304789064452,213.085671233619,356.225085538318,232.389203139443,226.395204813254,150.286327997068,196.240915937041,171.469829916749
"12751",27751,27751,27751,112,"Female","White","Not Hispanic or Latino",35,43,31,42,19,45,5,7,2,18,40,23,25,32,5,4,"Losses",1764,-0.610438810065893,1,3,"1",-0.25,"Train",52,1,2.07457899238126,0.128678944262593,67.6714443106357,1e-04,0.99,172.595088090814,0.182319554122716,0.0218622865809452,101.258122445571,1e-04,0.99,172.595752738271,1.99627090605375,0.244541671245603,0.134898807699629,0,98.2307625348491,1.01467314336467,0.123636297365748,0.939041356615849,5,67.2687925843757,0.516523975350543,0.0105141815907077,0.000951803528803572,0.503981899354654,71.6210640507041,1.85139414091271,0.151909681689087,0.5,0.81109766655263,66.5441305949946,146.377794414201,213.551150684072,356.226411269472,356.225081974558,218.531336655557,156.60739675461,165.311939687267,155.158072775848
"13001",28751,28751,28751,116,"Female","White","Not Hispanic or Latino",30,26,25,35,29,67,23,21,11,16,60,48,54,17,19,8,"Gains",9553,-0.106689880339342,0,4,"1",0.25,"Train",53,1,1.93499173394167,0.00510353612374006,148.926998717571,0.268046433391655,0.0799218348078434,142.619919351294,0.345775739301905,0.0775798589548066,135.482158975509,1e-04,0.667196896121952,172.595717878932,0.267201699694722,0.0810949222275002,1,0,142.344167919214,0.423000636301891,0.0151364098842855,0,4.48914694437439,146.60914844015,0.759069742301136,0.0742983906582243,0,0.652096223452133,128.314894613589,0.812869992824815,0.01,1.87481289843647,1.53206911186547,144.623221584903,308.888903228072,281.999223743947,356.226341550793,296.274744495517,306.758147424288,315.28810846616,278.699600813036,311.316254755665
"13251",29251,29251,29251,118,"Male","White","Not Hispanic or Latino",19,36,22,28,24,57,12,10,20,15,63,32,50,31,13,11,"Losses",5245,-0.421684125890452,1,1,"0",-0.35,"Train",54,1,0.336925604359643,1,170.45819049424,0.449147806388736,0.439121234585136,170.53147403872,0.321024129604216,0.99,170.60403525913,0.413303502612458,0.411986830309167,170.25293304387,0.987349929525724,0.420235490724389,1,0.271264518840337,169.84985336132,0.474871478374726,0.987843776057544,0.105777074959539,0.648839387356252,169.485291193248,0.671052455518689,0.394823198423009,0,0.38398359798124,167.98786139026,1.05536661992301,0.010579009982123,0.5,0,172.07439339075,351.951286781409,352.242976311189,351.54077188067,352.097853870369,361.769518308498,361.040393972354,358.04553436638,366.218598367359
"13501",29751,29751,29751,120,"Female","White","Hispanic or Latino",31,30,38,30,35,77,31,18,35,19,46,52,46,28,34,28,"Losses",7590,-0.206805321796095,1,1,"0",-0.35,"Train",55,1,0.405019458163627,1,168.521648695003,1e-04,0.99,172.594735200569,0.313442602327572,0.140674496518273,157.201739160148,1e-04,0.99,172.594418844668,0.599813069393948,0.0843694529389169,0,0,150.389161029277,1.21330022968683,0.0444327326687256,0,1.46186240121062,151.619993247803,0.0921089131991834,0.0110407446102809,0.919375075118034,1,155.007681356498,0.629010581370722,0.0715933519889053,5,1.56314300314647,153.113648563395,348.078203182936,325.438384113225,356.223743482265,356.224376194067,322.848133644412,325.309798081464,332.085174298856,328.297108712648
"13751",30001,30001,30001,121,"Male","Asian","Not Hispanic or Latino",35,34,17,33,19,64,19,14,5,13,55,48,52,26,14,19,"Losses",2382,-0.0744027830300162,1,1,"0",-0.35,"Train",56,1,0.0565416599541392,0.957397520876204,172.544807381974,1e-04,0.99,172.594293569015,0.327665267744907,0.0751942579765653,143.913519956845,1e-04,0.99,172.59384317018,1.58594163373424,0.99,0,0,170.023001703034,0.0175337960370101,0.93243959408433,1,5,172.494905373367,0.33099188475475,0.0752131477614798,0,1,143.916316506906,0.0146853706082419,0.213037642137832,0.5,1000,145.784140619086,356.124520556877,298.861945706619,356.222592133289,356.223492930959,362.115814991928,367.059622332592,309.902444599671,313.638092824032
"14001",30251,30251,30251,122,"Female","White","Not Hispanic or Latino",38,29,30,39,25,60,18,10,23,12,72,28,44,29,11,3,"Losses",17237,0.494438564521858,1,1,"0",-0.35,"Train",57,1,0.544541288500567,1,166.72659186037,0.450722993071296,0.540774464637596,169.311076313965,0.210888219569188,0.779118293845482,171.851768925465,0.687648834568177,0.566930777593097,165.134950183169,0.706653568165917,0.780539281404697,0.0210978212600525,0.276040341828336,169.038451618315,0.232152617108936,0.99,0.263955532834433,5,164.325017110665,0.963593106430812,0.544336507157912,0,0.280157764560984,162.274498960008,0.53698307391516,0.99,0.5,0.22137053384263,166.753975880966,344.488089513669,354.73844364386,341.304806159267,349.65705842086,360.146714822489,350.719845807188,346.618809505876,355.577763347791
"14251",30501,30501,30501,123,"Female","White","Not Hispanic or Latino",25,35,23,41,25,61,24,8,0,8,55,44,36,21,5,4,"Gains",6283,-0.195429962863707,0,4,"1",0.25,"Train",58,1,4.52711180423689,0.000313357767302595,149.116030299427,0.790618662761399,0.174820152771365,127.317966856797,1.44669294613894,0.558024179323549,118.547471414441,1e-04,0.99,172.59400120005,0.549157968615613,0.150125435927054,0,0,106.031091444704,1.6088572626341,0.01,0,0.239974933260865,135.813896048437,1.45552646063368,0.558047461554074,0,1,118.545627973565,0.0155811095713609,0.0124300359490926,0.5,862.599339484013,126.713749169762,309.266966391784,248.129848621811,356.222908193029,265.670839506523,234.131994475267,293.697603682733,259.161067532989,275.497309925383
"14501",31001,31001,31001,125,"Female","White","Hispanic or Latino",40,39,25,42,14,53,14,9,0,19,54,24,27,41,6,4,"Losses",2211,-0.755226137673229,0,2,"0",-0.65,"Train",59,1,0.269875180707812,1,171.279685212095,1.02935695922434,0.900397177035668,155.822664142689,0.0198637117388712,0.0100409087893876,170.375755524688,0.739261511630464,0.651527578281807,156.756221767224,0.417211773055032,0.950563848017444,0.250686512556722,2.5195059257986,153.482122395412,0.116515171800764,0.99,0.190868799513832,5,170.292991968783,0.73493819495058,0.651497530614536,0,0,156.75412247836,0.00769362358982356,0.0321296103933857,0.5,1000,169.866715325015,353.594276217119,351.786416842306,324.547349327377,322.680234078308,329.034056376683,362.655795523425,335.578056542579,361.803242235889
